Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,DesiredPerformance,UID
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 2 : Court Administration,Programme 2 : Court Administration,Quarterly,4.7.1 Percentage of maintenance investigations finalised by the maintenance investigator within 60 days from the date of receipt of instruction or referral,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",60 %,99 %,,,60 %,"97
 %",,,60 %,"97
 %",,,60 %,95 %,,,60 %,95 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 2 : Court Administration,Programme 2 : Court Administration,Quarterly,4.8.1 Number of activities actioned to enhance the effectiveness of the established SOGIESC National and Provincial Task Teams,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",4,4,,,9,"4
","The three (3) training workshops for Eastern Cape, North West and Limpopo that were scheduled to take place during the second quarter were cancelled, as a result there were no reports prepared. In addition, the quarterly NTT meeting was not held as planned.",,13,"8
",Delay in approval of the travel and workshop planning memo (approved in September 2024),"The remaining 4 training workshops will be held in quarter 4: 11, 14, 18 and 25 February 2025. 

The NTT meeting will be scheduled in Quarter 4  
",17,"13
9x workshops on the revised National Intervention Strategy on SOGIESC with PTTs; (NC, FS, EC, KZN, MP, GP, LP, NW and WC); 1x Quarterly NTT
meeting; and 3x Reports
",Handover of the project secretariat came with delays and similar with the onboarding of the co-chairs of the NTT. Civil Society is also yet to appoint their representative to co-chair along with the Deputy Minister. ,The outstanding four (4) activities will be done during the 2025/26 financial year.,17,8,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 2 : Court Administration,Programme 2 : Court Administration,Quarterly,"4.9.1 Number of activities actioned in collaboration with other stakeholders to implement Combating and Prevention of Trafficking in Persons Act, 2013 (Act No 7 of 2013)",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",3,3,,,7,"7
",,,10,"10
",,,13,"13
2 Workshops on the revised National Policy Framework on Trafficking in Persons with PTTs (Gauteng and Western Cape)
1x Report
Trafficking in Persons Annual Report
",,,13,10,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Annually,9.1.1 Draft country report submitted to the Director-General to approve for consultation by target date,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,,,,,,Draft country reports submitted to the Director-General to approve for consultation on 27 March 2025,,,,,,,,,Draft country report prepared and submitted to the Director-General to approve for consultation.,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Annually,9.1.1 Number of country reports submitted to the Minister for approval for further processing to Cabinet,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,,,,,1,0,,,1,,,The indicator and target was amended,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Quarterly,"10.1.1 Number of Bills, Regulations, Notices and Proclamations to strengthen the anti-corruption architecture of South Africa submitted to Ministry for consideration and approval",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,-,-,0,"3
",The NPA Amendment Bill was assented to on 24 May 2024 and the NPA requested that the brining into operation be fast tracked hence the Regulations were prepared to enable implementation of IDAC,"-
",1,"3
",,,2,3,,,2,3,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Quarterly,10.2.1 Number of activities of the High Level Action Plan to exit the grey list of FATF implemented,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,-,-,1,"2
",,,2,"2
",,,3,3,,,3,3,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Quarterly,2.18.1 Percentage of expungements finalised within 75 working days after receipt of a complete application,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",80 %,99 %,-,-,80 %,"94
 %",,,80 %,"88
 %",,,80 %,84 %,,,80 %,84 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Quarterly,4.15.1 Percentage of Family Advocate litigation matters finalised within 12 months from the date of opening the matter,Not Applicable,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,"The Social Protection, Community and Human Development cluster",85 %,96 %,-,-,85 %,"96
 %",,,85 %,"95
 %",,,85 %,95 %,,,85 %,95 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Quarterly,4.16.1 Percentage of Family Advocate alternative dispute resolution matters finalised within 6 months from the date of opening the matter,Not Applicable,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,"The Social Protection, Community and Human Development cluster",85 %,98 %,-,-,85 %,"98
 %",,,85 %,"98
 %",,,85 %,98 %,,,85 %,98 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Quarterly,"5.1.1 Percentage of liquidation and distribution accounts in deceased estates where letters of executorship have been issued, examined within 21 days from receipt of all required documents",Not Applicable,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,"The Social Protection, Community and Human Development cluster",80 %,80 %,-,-,80 %,"80
 %",,,80 %,"81
 %",,,80 %,81 %,,,80 %,81 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Quarterly,5.2.1 Percentage of letters of appointment issued in deceased estates within 15 days from receipt of all required documents,Not Applicable,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,"The Social Protection, Community and Human Development cluster",75 %,82 %,-,-,75 %,"83
 %",,,75 %,"83
 %",,,75 %,84 %,,,75 %,84 %,,,,,,287
Justice and Constitutional Development,Justice and Constitutional Development,National,Programme 3 : State Legal Services,Programme 3 : State Legal Services,Quarterly,5.3.1 Percentage of Guardian’s Fund applications paid within 40 days from the date of receipt of all required documents,Not Applicable,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,"The Social Protection, Community and Human Development cluster",80 %,54 %,"Payments throughout the country was suspended due to the Guardians fund system being compromised from 9 April and only on the 30/04/24 did FMS make a few payments and therefore these matters were part of May 2024 APP, A number of payments was sent to FMS from the 21/05/24 for payment however have not been paid as at 30/05/24 and therefore these payments reflects in the month of June 24.","Masters Offices started doing payment
ts again in June, but had to deal with a backlog,",80 %,"54
 %","Payments throughout the country was suspended in previous months and in the month of Sept due to the Guardians fund system being compromised causing a backlog.
FMS closed payments in GFS again for two weeks in this month that resulted in cancellation of payments that would have been in service standard.  This resulted in backlog as these payments had to be reworked.
ABSA system temporarily closed at office level. Staff shortage
",5.3.1 Percentage of Guardian’s Fund applications paid within 40 days from the date of receipt of all required documents,80 %,"63
 %","Payments throughout the country was suspended in previous months due to the Guardians fund system being compromised causing a backlog. FMS closed payments in GFS again for two weeks in this month that resulted in cancellation of payments that would have been in service standard. This resulted in backlog as these payments had to be reworked. ABSA system temporarily closed at office level. Staff shortage MOVIT system down now for weeks, causing delays in payment of final applications","Payments have been resumed and offices are attending to the backlog, however, consideration will have to be given to possibly reducing the target for this indicator",80 %,68 %,"Offices were trying to catch up on the underperformance created in previous months due to the compromised system and consequent steps which were taken to prevent losses.
Achievement for the last 4 months was high, but not enough. This indicator’s target was not reached end of 2024/25 as the high performing months’ performance did not have a big enough impact on the overall average.
","The Master's Offices are consistently addressing the backlog created by the challenges experienced in 2024/25. 

The Guardian’s Fund online application submission capability was rolled out in Master’s Office Kimberley by the 31 March 2025.

The roll-out is planned to continue and be finalised during the 2025/26 year.
",80 %,68 %,,,,,,287
