Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q1,National_Q3,National_Q2,DesiredPerformance,UID
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.4: Construction,Quarterly,Number of renewable energy/back up projects completed.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Inclusive economic growth and sustainable job creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,10,2,2,3,0,1,13,7,7,"* QwaQwa Solar Upgrade: The system is not fully functioning due to latent defects.


* Two (2) Prestige/House Woodlands Solar:  The tax matters of the service provider who was going to be appointed were non-compliant.

*MPL Houses (5, 7 &10): Orders had to be cancelled because the contractor appointed did not do the projects.
","*QwaQwa Solar Upgrade: (Latent defects) One of the inverters needs repair/replacement, after then the project will be completed. 


* 2 (two) Prestige/House Woodlands and MPL Houses (5, 7&10) Solar Projects to be implemented next financial year. 
",,None,None,Target achieved.,"Under performance is due to the following:
Qwaqwa Pump Solar:  shortage of cable
Kopano Solar back up system: required a high capacity Distribution box to accommodate the current load and the back up system.

1. MPL Houses no. 5 order was issued on 08 May 2024
2. House no. 7 order was issued on 14 May 2024
3. House no. 10 order was issued on 04 June 2024
Site handover for houses no. 5, 7 and 10 was on 11 September 2024.

1. House no. 2: order was issued on 19 September 2024 
2. Houses no. 4 and 6 order was issued on 16 September 2024.
Site handover for houses 2, 4 and 6 was 19 September 2024. 
","For both projects the cable and DB will be sourced through the maintenance budget. 



















The contractor started with the installation on the 1st of October 2024, anticipating to finish on the 11th of October 2024.
",,"MPL House no.2,4,and 6  were completed in the current quarter since they could not be completed in the Q2 as planned.
 
The two projects on Prestige Houses in Woodlands that were initially planned for Q3 are still at procurement processes. These projects were not awarded in Q2 as planned due to the quotation received exceeding the allocated and available budget. ","The scope of work was revised, the project re-advertised and the briefing session was on the 5th of December 2024. However, the contractors did not attend the meeting.",,Welkom Kopano Solar Upgrade could not be completed in Q2 as planned due to the additional high-capacity Distribution Box required to accommodate the current load and the backup system.  ,Not applicable.,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.4: Construction,Quarterly,Number of renewable energy/back up system projects awarded.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Inclusive economic growth and sustainable job creation,"The Economic Sectors, Employment and Infrastructure Development cluster",6,6,5,3,0,0,0,0,11,9,9,"2 (two) Prestige/House Woodlands Solar – The tax matters of the service provider who was going to be appointed was non-compliant.
","2 (two) Prestige/House Woodlands Solar projects to be re-advertised in the new financial year.
",,None,None,Target achieved.,The quotations from bidders were above the available budget for the two Prestige Houses in Woodlands. ,"The scope will be reduced to be in line with the budget and projects to be re-advertised. 
",,None,None,Not planned for the quarter.,None,none,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.5: Maintenance,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.5: Maintenance,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.5: Maintenance,Quarterly,Number of buildings retrofitted with energy saving lights.,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Inclusive economic growth and sustainable job creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,0,0,0,0,1,0,1,0,0,"The target could not be achieved due to the change of material procurement strategy. Retrofitting was planned to be implemented at the end of Medfontein refurbishment project. 
",Medfontein: Retrofitting with energy-saving lights will be implemented next financial year.,,None,None,,None,None,,None,None,Not planned for the quarter.,"The target could not be achieved due to the change of material procurement strategy. Retrofitting was planned to be implemented at the end of Medfontein refurbishment project.
","
To be implemented in next financial year.
",,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.5: Maintenance,Quarterly,Number of planned maintenance projects awarded. ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Inclusive economic growth and sustainable job creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,0,0,,1,0,0,0,1,0,0,Fidel Castro Switchgear: The pricing schedule (BOQ) was revised.,All relevant parties will be requested to clearly outline and confirm in writing their needs during the project planning stage to ensure that no factors could hinder the project implementation.,,None,None,,,,,Fidel Castro Switch gear UPG – the finalisation for the procurement of the project is at Bid Specification committee.,The procurement processes will be fasttracked.,,None,None,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.5: Maintenance,Quarterly,Number of planned maintenance projects completed. ,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Inclusive economic growth and sustainable job creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,0,0,0,0,1,0,2,1,1,Fidel Castro Switchgear: The pricing schedule (BOQ) was revised.,All relevant parties will be requested to clearly outline and confirm in writing their needs during the project planning stage to ensure that no factors could hinder the project implementation.,,None ,None,"According to the APP, target is planned for Q4. Kindly rectify. ",None,None,,None,None,Not planned for the quarter.,"Fidel Castro Switchgear - The pricing schedule (BOQ) was revised.

","All relevant parties will be requested to clearly outline and confirm in writing their needs during the project planning stage to ensure that no factors  could hinder the project implementation.


",,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.6: Immovable Asset Management,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.6: Immovable Asset Management,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.6: Immovable Asset Management,Quarterly,Number of condition assessments conducted on state-owned buildings.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Inclusive economic growth and sustainable job creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,6,6,2,2,1,1,12,12,12,None,None,,None,None,,None. The target on the final APP is 6 and will be rectified after the re-opening of the system.,None,,None,None,Achieved.,None,None,,,,,,256
Public Works,Public Works,Free State,Programme 2: Public Works Infrastructure,Sub Programme 2.7: Facilities Operations,Annually,Amount of revenue collected,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Good governance,"Governance, State Capacity and Institutional Development cluster",,,,,,,R77 408m,"R36 621m

",R77 408m,"R36 621m

",R 40.885m,"Revenue target adjusted from R 77m to R 56 m.
Dwellings: 88.11 % achieved due to non-paying residential tenants, SITA, Castle Bridge and SASSA. Parking: officials downgraded or no longer using parking : 92 % Achieved
Sale of Capital Assets : 0 % achieved, R14 m outstanding from the Land Exchange Agreement 
","•	Enforce collection from tenants that are not willing to pay. 
•	Create more parking space in areas where the demand is high.
•	Houses identified earmarked for disposal to reach the target for sale of capital assets
",,,,,,,,,,,,,,,,,,256
