Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q3,OTP_Q2,National_Q1,DesiredPerformance,UID
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.3 Specialized Psychiatry Hospitals ,Annually,6.1.6 Patient experience of care satisfaction rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",,,,,85 %,92.7 %,,,,,,,,,85 %,92.7 %,,Target achieved due to implementation of the QIPs from the previous years.,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.3 Specialized Psychiatry Hospitals ,Quarterly,6.3.13 Patient Safety Incident (PSI) case closure rate,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",97 %,100 %,Target achieved,,97 %,100 %,97 %,100 %,Target achieved.,,97 %,100 %,Target achieved,,97 %,100 %,,,,,,Target achieved due to improved management of PSI cases.,,,,,,222
Health,Health,Eastern Cape,Programme 4: Provincial Hospital Services,Sub-Programme 4.3 Specialized Psychiatry Hospitals ,Quarterly,6.3.4 Severity Assessment Code (SAC) 1 incident reported within 24 hours rate,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",88 %,100 %,Target achieved due to improved early reporting of SAC1 incidents,,88 %,100 %,88 %,100 %,Target achieved.,,88 %,100 %,Target achieved,,88 %,100 %,,,,,,Target achieved due to improved timeous reporting of SAC 1 incidents.,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Programme 5: Central Hospital Services,Annually,Maternal deaths in facility,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Programme 5: Central Hospital Services,Annually,Patient Experience of Care satisfaction rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Programme 5: Central Hospital Services,Quarterly,Cervical cancer screening,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Programme 5: Central Hospital Services,Quarterly,Death in facility under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Programme 5: Central Hospital Services,Quarterly,Diarrhoea death under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Programme 5: Central Hospital Services,Quarterly,Patient Safety Incident (PSI) case closure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Programme 5: Central Hospital Services,Quarterly,Pneumonia death under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Programme 5: Central Hospital Services,Quarterly,Severe acute malnutrition (SAM) death under 5 years,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Programme 5: Central Hospital Services,Quarterly,Severity assessment code (SAC) 1 incident reported within 24 hours rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Sub-Programme 1: Central Hospital Services,Quarterly,deafult,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Sub-Programme 5.1: Central Hospital Services,Annually,6.1.7 Patient experience of care satisfaction rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",,,,,86 %,88 %,,,,,,,,,86 %,88 %,,Target achieved Improvement on staff attitudes and availability of medicines is observed.,,,,,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Sub-Programme 5.1: Central Hospital Services,Quarterly,1.1.8 Number of maternal deaths in facility,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",8,4,Target achieved. Management of women in antenatal care is showing an improvement,,8,9,7,8,"Target not achieved. Underlying conditions like RVD treatment defaulters, RDV reactive and unbooked cases.","Strengthen clinical regional meetings with tertiary, regional and district hospitals to discuss issues affecting clinical care.",7,9,"Target not achieved. Underlying conditions with complications, as well as unbooked cases ","-	In reach and Outreach to district and regional hospitals  
-	Capacitation of regional hospitals and employment specialists
-	Appointment of DCSTs
",30,30,,,,,,Target achieved due to consistently conducting regional perinatal meetings .,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Sub-Programme 5.1: Central Hospital Services,Quarterly,1.3.20 Child under 5 years diarrhoea case fatality rate,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",8.4 %,5.5 %,Target achieved,,8.4 %,3.5 %,8.4 %,7.7 %,Target achieved.,,8.4 %,3.6 %,Target achieved,,8.4 %,0 %,,,,,,Target achieved due to strict monitoring of QIPs developed for diarrhoea management.,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Sub-Programme 5.1: Central Hospital Services,Quarterly,1.3.21 Child under 5 years’ pneumonia case fatality rate,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",13 %,10.6 %,Target achieved,,13 %,11.8 %,13 %,18.5 %,Target not achieved due to late presentation to hospital.,"Decentralisation of paediatric services to regional hospitals for early intervention.
Strengthen paediatric outreach services. 
",13 %,11.4 %,Target achieved,,13 %,0 %,,,,,,Target achieved due to strict monitoring of QIPs developed for pneumonia management.,,,,,,222
Health,Health,Eastern Cape,Programme 5: Central Hospital Services,Sub-Programme 5.1: Central Hospital Services,Quarterly,1.3.22 Child under 5 years severe acute malnutrition case fatality rate ,Standardized,Min,"Priority 3: Education, Skills And Health","Education, Skills and Health","The Social Protection, Community and Human Development cluster",20 %,40 %,"Target not achieved due to late referral to tertiary 
care.
","•	Capacitation of regional and district hospitals to function as per their level of care i.e., identification and early treatment of acute respiratory infections, treatment of any underlying medical conditions like HIV/AIDS, TB, malnutrition & immune suppression.",20 %,0 %,20 %,0 %,Target achieved. Clinical audits assist in the management of SAM.,,20 %,25 %,Target not achieved due to severe acute malnutrition with underlying conditions,Improving health education and promotion at the grassroots level of healthcare,20 %,0 %,,,,,,Target not achieved due to severe malnutrition with underlying conditions.,•	Improving health education and promotion efforts at the grassroots level of healthcare.,,,"Poor performance, pls also consult with NDoH nutrition manager",,222
